Rk,Mgr,Yrs,From,To,W,L,W-L%,Ties,G>.500,G,Wpost,Lpost,W-L%post,BestFin,WrstFin,AvRk,Ejections,Plyof App,WSwon,PennWon,ASG,,Player/Manager
625,Dave Roberts,8,2015,2022,653,381,0.632,0,272,1034,45,36,0.556,1,4,1.2,10,7,1,3,3,as player,
626,Frank Robinson HOF,16,1975,2006,1065,1176,0.475,0,-111,2241,0,0,,2,7,4.4,29,0,0,0,0,as player,plyr/mgr: 1975-1976
627,Wilbert Robinson HOF,19,1902,1931,1399,1398,0.5,21,1,2818,3,9,0.25,1,8,4.8,3,2,0,2,0,as player,plyr/mgr: 1902
628,Stan Robison,1,1905,1905,19,31,0.38,0,-12,50,0,0,,6,6,6,0,0,0,0,0,,
629,Buck Rodgers,13,1980,1994,784,774,0.503,1,10,1559,2,3,0.4,1,7,3.6,25,1,0,0,0,as player,
630,Edwin Rodriguez,2,2010,2011,78,85,0.479,0,-7,163,0,0,,3,5,3.9,4,0,0,0,0,as player,
631,Ron Roenicke,6,2011,2020,366,367,0.499,0,-1,733,5,6,0.455,1,5,3,10,1,0,0,0,as player,
632,Bullet Rogan HOF,5,1926,1930,257,111,0.698,1,146,369,4,5,0.444,1,3,1.8,,2,0,1,0,as player,
633,Jim Rogers,1,1897,1897,17,24,0.415,3,-7,44,0,0,,11,11,11,1,0,0,0,0,as player,plyr/mgr: 1897
634,Cookie Rojas,2,1988,1996,76,79,0.49,0,-3,155,0,0,,3,4,4,4,0,0,0,0,as player,
635,Luis Rojas,2,2020,2021,103,119,0.464,0,-16,222,0,0,,3,4,3.3,5,0,0,0,0,,
636,Red Rolfe,4,1949,1952,278,256,0.521,5,22,539,0,0,,2,8,4.2,3,0,0,0,0,as player,
637,Pete Rose,6,1984,1989,412,373,0.525,1,39,786,0,0,,2,5,2.6,9,0,0,0,0,as player,plyr/mgr: 1984-1986
638,James Roseman,1,1890,1890,7,8,0.467,0,-1,15,0,0,,3,3,3,0,0,0,0,0,as player,plyr/mgr: 1890
639,David Ross,3,2020,2022,179,205,0.466,0,-26,384,0,2,0,1,4,3.1,10,1,0,0,0,as player,
640,Larry Rothschild,4,1998,2001,205,294,0.411,0,-89,499,0,0,,5,5,5,15,0,0,0,0,as player,
641,Dave Rowe,2,1886,1888,44,127,0.257,5,-83,176,0,0,,7,8,7.3,0,0,0,0,0,as player,plyr/mgr: 1886-1888
642,Jack Rowe,1,1890,1890,27,72,0.273,1,-45,100,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1890
643,Pants Rowland,4,1915,1918,339,247,0.578,4,92,590,4,2,0.667,1,6,2.8,6,1,1,1,0,,
644,Jerry Royster,1,2002,2002,53,94,0.361,0,-41,147,0,0,,6,6,6,1,0,0,0,0,as player,
645,Muddy Ruel,1,1947,1947,59,95,0.383,0,-36,154,0,0,,8,8,8,0,0,0,0,0,as player,
646,Tom Runnells,2,1991,1992,68,81,0.456,0,-13,149,0,0,,2,6,5,3,0,0,0,0,as player,
647,Pete Runnels,1,1966,1966,8,8,0.5,0,0,16,0,0,,9,9,9,0,0,0,0,0,as player,
648,Bill Russell,3,1996,1998,173,149,0.537,0,24,322,0,3,0,2,3,2.2,3,1,0,0,0,as player,
649,Branch Russell,1,1926,1926,1,8,0.111,0,-7,9,0,0,,3,3,3,,0,0,0,0,as player,
650,John Russell,3,2008,2010,186,299,0.384,0,-113,485,0,0,,6,6,6,5,0,0,0,0,as player,
651,Connie Ryan,2,1975,1977,11,22,0.333,0,-11,33,0,0,,2,5,4.5,0,0,0,0,0,as player,
652,Tommy Sampson,2,1946,1947,81,63,0.563,0,18,144,0,0,,2,3,2.6,,0,0,0,0,as player,
653,Juan Samuel,1,2010,2010,17,34,0.333,0,-17,51,0,0,,5,5,5,2,0,0,0,0,as player,
654,Ryne Sandberg HOF,3,2013,2015,119,159,0.428,0,-40,278,0,0,,4,5,4.8,4,0,0,0,0,as player,
655,Eddie Sawyer,8,1948,1960,390,423,0.48,4,-33,817,0,4,0,1,8,4.7,4,1,0,1,1,,
656,George Scales,5,1938,1947,81,106,0.433,10,-25,197,0,0,,3,6,4.1,,0,0,0,0,as player,
657,Mike Scanlon,2,1884,1886,60,132,0.313,4,-72,196,0,0,,7,8,7.4,0,0,0,0,0,,
658,Bob Schaefer,2,1991,2005,6,12,0.333,0,-6,18,0,0,,5,6,5.1,0,0,0,0,0,,
659,Ray Schalk HOF,2,1927,1928,102,125,0.449,1,-23,228,0,0,,5,5,5,1,0,0,0,0,as player,plyr/mgr: 1927-1928
660,Bob Scheffing,6,1957,1963,418,427,0.495,4,-9,849,0,0,,2,8,5.1,11,0,0,0,0,as player,
661,Larry Schlafly,2,1914,1915,93,99,0.484,4,-6,196,0,0,,4,6,4.4,10,0,0,0,0,as player,plyr/mgr: 1914
662,Gus Schmelz,11,1884,1897,624,703,0.47,30,-79,1357,0,0,,2,11,5.9,0,0,0,0,0,,
663,John Schneider,1,2022,2022,46,28,0.622,0,18,74,0,2,0,2,2,2,2,1,0,0,0,,
664,Red Schoendienst HOF,14,1965,1990,1041,955,0.522,3,86,1999,7,7,0.5,1,7,3.5,12,2,1,2,2,as player,
665,Joe Schultz,2,1969,1973,78,112,0.411,1,-34,191,0,0,,3,6,5.6,3,0,0,0,0,as player,
666,Mike Scioscia,19,2000,2018,1650,1428,0.536,0,222,3078,21,27,0.438,1,4,2.3,47,7,1,1,1,as player,
667,Frank Selee HOF,16,1890,1905,1284,862,0.598,34,422,2180,10,0,1,1,6,2.9,0,0,0,5,0,,
668,Scott Servais,7,2016,2022,528,504,0.512,0,24,1032,2,3,0.4,2,5,2.8,19,1,0,0,0,as player,
669,Luke Sewell,10,1941,1952,606,644,0.485,9,-38,1259,2,4,0.333,1,7,4.8,11,1,0,1,0,as player,plyr/mgr: 1942
670,Dan Shannon,2,1889,1891,25,80,0.238,4,-55,109,0,0,,8,8,8,1,0,0,0,0,as player,plyr/mgr: 1889-1891
671,Bill Sharsig,5,1886,1891,238,216,0.524,11,22,465,0,0,,3,8,4.7,0,0,0,0,0,,
672,Bob Shawkey,1,1930,1930,86,68,0.558,0,18,154,0,0,,3,3,3,2,0,0,0,0,as player,
673,Tom Sheehan,1,1960,1960,46,50,0.479,2,-4,98,0,0,,5,5,5,0,0,0,0,0,as player,
674,Derek Shelton,3,2020,2022,142,242,0.37,0,-100,384,0,0,,4,5,4.6,9,0,0,0,0,,
675,Larry Shepard,2,1968,1969,164,155,0.514,1,9,320,0,0,,3,6,4.5,8,0,0,0,0,,
676,Norm Sherry,2,1976,1977,76,71,0.517,0,5,147,0,0,,4,5,4.6,0,0,0,0,0,as player,
677,Bill Shettsline,5,1898,1902,367,303,0.548,7,64,677,0,0,,2,7,4.1,0,0,0,0,0,,
678,Mike Shildt,4,2018,2021,252,199,0.559,0,53,451,4,9,0.308,1,3,1.8,10,3,0,0,0,,
679,Burt Shotton,11,1928,1950,697,764,0.477,8,-67,1469,4,8,0.333,1,8,4.6,2,2,0,2,1,as player,
680,Buck Showalter,21,1992,2022,1652,1578,0.511,1,74,3231,10,16,0.385,1,5,3,33,6,0,0,1,,
681,Ken Silvestri,1,1967,1967,0,3,0,0,-3,3,0,0,,7,7,7,0,0,0,0,0,as player,
682,Joe Simmons,2,1875,1884,3,28,0.097,0,-25,31,0,0,,12,12,12,0,0,0,0,0,as player,plyr/mgr: 1875
683,Lew Simmons,1,1886,1886,41,55,0.427,2,-14,98,0,0,,6,6,6,0,0,0,0,0,,
684,Dick Sisler,2,1964,1965,121,94,0.563,0,27,215,0,0,,2,4,3.5,2,0,0,0,0,as player,
685,George Sisler HOF,3,1924,1926,218,241,0.475,3,-23,462,0,0,,3,7,4.7,3,0,0,0,0,as player,plyr/mgr: 1924-1926
686,Frank Skaff,1,1966,1966,40,39,0.506,0,1,79,0,0,,3,3,3,0,0,0,0,0,as player,
687,Bob Skinner,3,1968,1977,93,123,0.431,0,-30,216,0,0,,5,7,6,1,0,0,0,0,as player,
688,Joel Skinner,1,2002,2002,35,41,0.461,0,-6,76,0,0,,3,3,3,0,0,0,0,0,as player,
689,Jack Slattery,1,1928,1928,11,20,0.355,0,-9,31,0,0,,7,7,7,0,0,0,0,0,as player,
690,Bill Smith,1,1873,1873,0,5,0,0,-5,5,0,0,,9,9,9,0,0,0,0,0,as player,plyr/mgr: 1873
691,Clarence Smith,2,1929,1930,42,48,0.467,0,-6,90,0,0,,5,6,5.3,,0,0,0,0,as player,
692,George Smith,1,1902,1902,5,27,0.156,0,-22,32,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1902
693,Harry Smith,1,1909,1909,23,54,0.299,2,-31,79,0,0,,8,8,8,1,0,0,0,0,as player,plyr/mgr: 1909
694,Mayo Smith,9,1955,1970,662,612,0.52,5,50,1279,4,3,0.571,1,8,3.7,9,1,1,1,1,as player,
695,Brian Snitker,7,2016,2022,542,451,0.546,0,91,993,23,18,0.561,1,5,1.8,16,5,1,1,1,,
696,Felton Snow,8,1939,1947,279,225,0.554,8,54,512,6,2,0.75,2,5,2.8,,1,0,1,0,as player,
697,Jim Snyder,1,1988,1988,45,60,0.429,0,-15,105,0,0,,7,7,7,3,0,0,0,0,as player,
698,Pop Snyder,4,1882,1891,163,122,0.572,3,41,288,0,0,,1,8,3.9,0,0,0,1,0,as player,plyr/mgr: 1882-1891
699,Allen Sothoron,1,1933,1933,2,6,0.25,0,-4,8,0,0,,8,8,8,0,0,0,0,0,as player,
700,Billy Southworth HOF,13,1929,1951,1044,704,0.597,22,340,1770,11,11,0.5,1,4,2.4,5,4,2,4,3,as player,plyr/mgr: 1929
701,Al Spalding HOF,2,1876,1877,78,47,0.624,1,31,126,0,0,,1,5,2.9,0,0,0,1,0,as player,plyr/mgr: 1876-1877
702,Tris Speaker HOF,8,1919,1926,617,520,0.543,2,97,1139,5,2,0.714,1,6,3.4,4,1,1,1,0,as player,plyr/mgr: 1919-1926
703,Harry Spence,1,1888,1888,50,85,0.37,1,-35,136,0,0,,7,7,7,0,0,0,0,0,,
704,Chick Stahl,1,1906,1906,14,26,0.35,0,-12,40,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1906
705,Jake Stahl,4,1905,1913,263,270,0.493,7,-7,540,4,3,0.571,1,7,4.8,10,1,1,1,0,as player,plyr/mgr: 1905-1913
706,George Stallings,13,1897,1920,879,898,0.495,35,-19,1812,4,0,1,1,10,4.7,2,1,1,1,0,as player,plyr/mgr: 1897-1898
707,Eddie Stanky,8,1952,1977,467,435,0.518,4,32,906,0,0,,2,8,4.5,26,0,0,0,0,as player,plyr/mgr: 1952-1953
708,Joe Start,1,1873,1873,18,7,0.72,0,11,25,0,0,,4,4,4,0,0,0,0,0,as player,plyr/mgr: 1873
709,Turkey Stearnes HOF,1,1937,1937,0,3,0,0,-3,3,0,0,,6,6,6,,0,0,0,0,as player,
710,Casey Stengel HOF,25,1934,1965,1905,1842,0.508,19,63,3766,37,26,0.587,1,10,4.4,40,10,7,10,10,as player,
711,George Stovall,5,1911,1915,313,376,0.454,9,-63,698,0,0,,3,8,5.5,9,0,0,0,0,as player,plyr/mgr: 1911-1915
712,Harry Stovey,2,1881,1885,63,75,0.457,2,-12,140,0,0,,4,8,4.8,0,0,0,0,0,as player,plyr/mgr: 1881-1885
713,Felton Stratton,1,1933,1933,20,25,0.444,1,-5,46,0,0,,5,5,5,,0,0,0,0,as player,
714,Gabby Street,6,1929,1938,365,332,0.524,5,33,702,6,7,0.462,1,7,3.9,14,2,1,2,0,as player,plyr/mgr: 1931
715,Cub Stricker,1,1892,1892,6,17,0.261,0,-11,23,0,0,,9,9,9,0,0,0,0,0,as player,plyr/mgr: 1892
716,George Strickland,2,1964,1966,48,63,0.432,1,-15,112,0,0,,5,6,5.7,0,0,0,0,0,as player,
717,Ted Strong,1,1937,1937,17,21,0.447,1,-4,39,0,0,,4,4,4,,0,0,0,0,as player,
718,Moose Stubing,1,1988,1988,0,8,0,0,-8,8,0,0,,4,4,4,0,0,0,0,0,as player,
719,Clyde Sukeforth,1,1947,1947,2,0,1,0,2,2,0,0,,1,1,1,0,0,0,0,0,as player,
720,Billy Sullivan,1,1909,1909,78,74,0.513,7,4,159,0,0,,4,4,4,0,0,0,0,0,as player,plyr/mgr: 1909
721,Haywood Sullivan,1,1965,1965,54,82,0.397,0,-28,136,0,0,,10,10,10,0,0,0,0,0,as player,
722,Pat Sullivan,1,1890,1890,2,1,0.667,0,1,3,0,0,,2,2,2,0,0,0,0,0,,
723,Ted Sullivan,3,1883,1888,132,132,0.5,4,0,268,0,0,,1,8,5.4,0,0,0,0,0,as player,plyr/mgr: 1884
724,Mule Suttles HOF,2,1943,1944,58,67,0.464,0,-9,125,0,0,,4,5,4.5,,0,0,0,0,as player,
725,Dale Sveum,3,2008,2013,134,202,0.399,0,-68,336,1,3,0.25,2,5,4.9,10,1,0,0,0,as player,
726,Charlie Sweasy,1,1875,1875,4,15,0.211,0,-11,19,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1875
727,Bob Swift,2,1965,1966,56,43,0.566,0,13,99,0,0,,3,4,3.4,0,0,0,0,0,as player,
728,Chuck Tanner,19,1970,1988,1352,1381,0.495,5,-29,2738,7,3,0.7,1,6,3.7,38,1,1,1,1,as player,
729,El Tappe,2,1961,1962,46,70,0.397,1,-24,117,0,0,,7,9,7.3,4,0,0,0,0,as player,plyr/mgr: 1962
730,Ben Taylor HOF,8,1922,1938,197,258,0.433,11,-61,466,0,0,,1,8,4.4,,0,0,0,0,as player,
731,C.I. Taylor,2,1920,1921,104,98,0.515,8,6,210,0,0,,4,4,4,,0,0,0,0,as player,
732,Candy Jim Taylor,27,1920,1947,955,991,0.491,21,-36,1967,17,17,0.5,1,10,4.3,,6,2,3,0,as player,
733,George Taylor,1,1884,1884,40,64,0.385,5,-24,109,0,0,,9,9,9,0,0,0,0,0,,
734,Jelly Taylor,1,1946,1946,28,22,0.56,1,6,51,0,0,,4,4,4,,0,0,0,0,as player,
735,Zack Taylor,5,1946,1951,235,410,0.364,4,-175,649,0,0,,6,8,7,13,0,0,0,0,as player,
736,Birdie Tebbetts,11,1954,1966,748,705,0.515,2,43,1455,0,0,,3,6,4.8,24,0,0,0,0,as player,
737,Patsy Tebeau,11,1890,1900,726,583,0.555,30,143,1339,0,10,0,1,7,4.1,18,0,0,0,0,as player,plyr/mgr: 1890-1900
738,Gene Tenace,1,1991,1991,19,14,0.576,0,5,33,0,0,,1,1,1,0,0,0,0,0,as player,
739,Fred Tenney,4,1905,1911,202,402,0.334,12,-200,616,0,0,,7,8,7.5,8,0,0,0,0,as player,plyr/mgr: 1905-1911
740,Bill Terry HOF,10,1932,1941,823,661,0.555,12,162,1496,7,9,0.438,1,6,3.2,3,3,1,3,3,as player,plyr/mgr: 1932-1936
741,Fred Thomas,1,1887,1887,11,18,0.379,0,-7,29,0,0,,8,8,8,0,0,0,0,0,,
742,Andrew Thompson,1,1884,1884,2,6,0.25,1,-4,9,0,0,,9,9,9,0,0,0,0,0,,
743,Rob Thomson,1,2022,2022,65,46,0.586,0,19,111,11,6,0.647,3,3,3,0,1,0,1,0,,
744,Jack Tighe,2,1957,1958,99,104,0.488,0,-5,203,0,0,,4,5,4.2,4,0,0,0,0,,
745,Jayce Tingler,2,2020,2021,116,106,0.523,0,10,222,2,4,0.333,2,3,2.7,8,1,0,0,0,,
746,Joe Tinker HOF,4,1913,1916,304,308,0.497,12,-4,624,0,0,,1,7,3.8,16,0,0,1,0,as player,plyr/mgr: 1913-1916
747,Jeff Torborg,11,1977,2003,634,718,0.469,0,-84,1352,0,0,,2,7,4.6,11,0,0,0,0,as player,
748,Joe Torre HOF,29,1977,2010,2326,1997,0.538,6,329,4329,84,58,0.592,1,6,2.4,70,15,4,6,6,as player,plyr/mgr: 1977
749,Carlos Tosca,3,2002,2004,191,191,0.5,0,0,382,0,0,,3,5,3.6,5,0,0,0,0,,
750,Dick Tracewski,1,1979,1979,2,0,1,0,2,2,0,0,,5,5,5,0,0,0,0,0,as player,
751,Jim Tracy,11,2001,2012,856,880,0.493,0,-24,1736,2,6,0.25,1,6,3.5,27,2,0,0,0,as player,
752,Alan Trammell HOF,4,2003,2014,187,302,0.382,0,-115,489,0,0,,4,5,4.3,12,0,0,0,0,as player,
753,Pie Traynor HOF,6,1934,1939,457,406,0.53,5,51,868,0,0,,2,6,3.9,3,0,0,0,0,as player,plyr/mgr: 1934-1937
754,Tom Trebelhorn,7,1986,1994,471,461,0.505,0,10,932,0,0,,3,6,4.3,13,0,0,0,0,,
755,Dave Trembley,4,2007,2010,187,283,0.398,0,-96,470,0,0,,4,5,4.8,10,0,0,0,0,,
756,Sam Trott,1,1891,1891,4,7,0.364,1,-3,12,0,0,,9,9,9,0,0,0,0,0,as player,
757,Quincy Trouppe,4,1945,1948,174,140,0.554,8,34,322,5,4,0.556,1,5,2.5,,2,1,2,0,as player,
758,Ted Turner,1,1977,1977,0,1,0,0,-1,1,0,0,,6,6,6,0,0,0,0,0,,
759,Bob Unglaub,1,1907,1907,9,20,0.31,0,-11,29,0,0,,7,7,7,1,0,0,0,0,as player,plyr/mgr: 1907
760,Bobby Valentine,16,1985,2012,1186,1165,0.504,0,21,2351,13,11,0.542,2,7,3.7,44,2,0,1,1,as player,
761,George Van Haltren,1,1892,1892,1,10,0.091,0,-9,11,0,0,,12,12,12,0,0,0,0,0,as player,plyr/mgr: 1892
762,Gary Varsho,1,2004,2004,1,1,0.5,0,0,2,0,0,,2,2,2,0,0,0,0,0,as player,
763,Robin Ventura,5,2012,2016,375,435,0.463,0,-60,810,0,0,,2,5,3.8,15,0,0,0,0,as player,
764,Mickey Vernon,3,1961,1963,135,227,0.373,1,-92,363,0,0,,9,10,9.6,4,0,0,0,0,as player,
765,Bill Virdon,13,1972,1984,995,921,0.519,2,74,1918,6,9,0.4,1,6,2.9,16,3,0,0,0,as player,
766,Ossie Vitt,3,1938,1940,262,198,0.57,2,64,462,0,0,,2,3,2.7,3,0,0,0,0,as player,
767,Chris Von Der Ahe,3,1895,1897,3,14,0.176,0,-11,17,0,0,,11,12,11.8,0,0,0,0,0,,
768,John Vukovich,2,1986,1988,6,5,0.545,0,1,11,0,0,,5,6,5.8,0,0,0,0,0,as player,
769,Heinie Wagner,1,1930,1930,52,102,0.338,0,-50,154,0,0,,8,8,8,0,0,0,0,0,as player,
770,Honus Wagner HOF,1,1917,1917,1,4,0.2,0,-3,5,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1917
771,Don Wakamatsu,3,2009,2018,130,154,0.458,0,-24,284,0,0,,3,5,3.5,3,0,0,0,0,as player,
772,Harry Walker,9,1955,1972,630,604,0.511,1,26,1235,0,0,,2,10,4.6,22,0,0,0,0,as player,plyr/mgr: 1955
773,Hoss Walker,5,1944,1948,183,193,0.487,6,-10,382,1,2,0.333,2,5,3.7,,1,0,0,0,as player,
774,Bobby Wallace HOF,3,1911,1937,62,154,0.287,1,-92,217,0,0,,7,8,7.8,0,0,0,0,0,as player,plyr/mgr: 1911-1912
775,Dick Wallace,2,1920,1921,79,72,0.523,1,7,152,0,0,,3,6,4.4,,0,0,0,0,as player,
776,Ed Walsh HOF,1,1924,1924,1,2,0.333,0,-1,3,0,0,,6,6,6,0,0,0,0,0,as player,
777,Mike Walsh,1,1884,1884,68,40,0.63,2,28,110,0,0,,3,3,3,0,0,0,0,0,,
778,Bucky Walters,2,1948,1949,81,123,0.397,2,-42,206,0,0,,7,7,7,3,0,0,0,0,as player,plyr/mgr: 1948
779,John Waltz,1,1892,1892,2,6,0.25,0,-4,8,0,0,,12,12,12,0,0,0,0,0,,
780,John Ward HOF,7,1880,1894,412,320,0.563,19,92,751,0,0,,2,6,3.4,3,0,0,0,0,as player,plyr/mgr: 1880-1894
781,Frank Warfield,6,1924,1932,237,145,0.62,3,92,385,9,6,0.6,1,8,2.1,,3,1,3,0,as player,
782,Ron Washington,8,2007,2014,664,611,0.521,0,53,1275,18,16,0.529,1,5,2.3,15,3,0,2,2,as player,
783,John Wathan,6,1987,1992,326,320,0.505,0,6,646,0,0,,2,6,3.9,7,0,0,0,0,as player,
784,Bill Watkins,9,1884,1899,452,444,0.504,18,8,914,10,5,0.667,1,11,5.9,0,0,1,1,0,as player,plyr/mgr: 1884
785,Harvey Watkins,1,1895,1895,18,17,0.514,0,1,35,0,0,,9,9,9,0,0,0,0,0,,
786,Earl Weaver HOF,17,1968,1986,1480,1060,0.583,1,420,2541,26,20,0.565,1,7,2.2,96,6,1,4,4,,
787,Eric Wedge,10,2003,2013,774,846,0.478,0,-72,1620,6,5,0.545,1,4,3.3,33,1,0,0,0,as player,
788,Walt Weiss,4,2013,2016,283,365,0.437,0,-82,648,0,0,,3,5,4.3,7,0,0,0,0,as player,
789,Winfield Welch,6,1941,1948,218,190,0.534,5,28,413,7,10,0.412,1,5,2.7,,2,0,2,0,as player,
790,Willie Wells HOF,3,1942,1947,64,79,0.448,3,-15,146,0,0,,2,6,3.7,,0,0,0,0,as player,
791,Charles Wesley,5,1924,1930,129,190,0.404,7,-61,326,0,0,,5,8,6.2,,0,0,0,0,as player,
792,Wes Westrum,5,1965,1975,260,366,0.415,1,-106,627,0,0,,3,10,7.3,9,0,0,0,0,as player,
793,Harry Wheeler,1,1884,1884,0,4,0,0,-4,4,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1884
794,Deacon White HOF,2,1872,1879,9,11,0.45,0,-2,20,0,0,,5,7,5.2,0,0,0,0,0,as player,plyr/mgr: 1872-1879
795,Jo-Jo White,1,1960,1960,1,0,1,0,1,1,0,0,,4,4,4,0,0,0,0,0,as player,
796,Sol White HOF,1,1924,1924,11,20,0.355,0,-9,31,0,0,,8,8,8,,0,0,0,0,,
797,Warren White,1,1874,1874,9,38,0.191,0,-29,47,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1874
798,Will White,1,1884,1884,44,27,0.62,1,17,72,0,0,,5,5,5,0,0,0,0,0,as player,plyr/mgr: 1884
799,Del Wilber,1,1973,1973,1,0,1,0,1,1,0,0,,6,6,6,0,0,0,0,0,as player,
800,Kaiser Wilhelm,2,1921,1922,83,137,0.377,1,-54,221,0,0,,7,8,7.3,0,0,0,0,0,as player,plyr/mgr: 1921
801,Bobby Williams,1,1934,1934,4,24,0.143,0,-20,28,0,0,,8,8,8,,0,0,0,0,as player,
802,Dick Williams HOF,21,1967,1988,1571,1451,0.52,1,120,3023,21,23,0.477,1,7,3.2,57,5,2,4,4,as player,
803,Harry Williams,2,1943,1944,18,45,0.286,1,-27,64,0,0,,3,6,5.3,,0,0,0,0,as player,
804,Jim Williams,1,1940,1940,10,5,0.667,0,5,15,0,0,,3,3,3,,0,0,0,0,as player,
805,Jimmy Williams,3,1884,1888,110,169,0.394,3,-59,282,0,0,,4,8,6.3,0,0,0,0,0,,
806,Jimy Williams,12,1986,2004,910,790,0.535,1,120,1701,5,9,0.357,1,5,2.6,33,2,0,0,0,as player,
807,Joe Williams HOF,1,1923,1923,18,23,0.439,0,-5,41,0,0,,5,5,5,,0,0,0,0,as player,
808,Matt Williams,2,2014,2015,179,145,0.552,0,34,324,1,3,0.25,1,2,1.5,3,1,0,0,0,as player,
809,Nish Williams,2,1938,1939,13,20,0.394,0,-7,33,0,0,,5,6,5.8,,0,0,0,0,as player,
810,Poindexter Williams,3,1928,1932,40,58,0.408,1,-18,99,0,0,,3,6,5,,0,0,0,0,as player,
811,Ted Williams HOF,4,1969,1972,273,364,0.429,0,-91,637,0,0,,4,6,5.2,0,0,0,0,0,as player,
812,Maury Wills,2,1980,1981,26,56,0.317,1,-30,83,0,0,,6,7,6.7,3,0,0,0,0,as player,
813,Fred Wilson,1,1943,1943,17,33,0.34,3,-16,53,0,0,,6,6,6,,0,0,0,0,as player,
814,Jimmie Wilson,9,1934,1944,493,735,0.401,9,-242,1237,0,0,,4,8,6.7,17,0,0,0,0,as player,plyr/mgr: 1934-1938
815,Jud Wilson HOF,4,1932,1939,105,102,0.507,6,3,213,0,0,,2,6,2.8,,0,0,0,0,as player,
816,Bobby Wine,1,1985,1985,16,25,0.39,0,-9,41,0,0,,5,5,5,0,0,0,0,0,as player,
817,Ivey Wingo,1,1916,1916,1,1,0.5,0,0,2,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1916
818,Bobby Winkles,4,1973,1978,170,213,0.444,1,-43,384,0,0,,4,7,5.4,5,0,0,0,0,,
819,Chicken Wolf,1,1889,1889,14,51,0.215,0,-37,65,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1889
820,Harry Wolverton,1,1912,1912,50,102,0.329,1,-52,153,0,0,,8,8,8,4,0,0,0,0,as player,plyr/mgr: 1912
821,George Wood,1,1891,1891,67,55,0.549,3,12,125,0,0,,4,4,4,0,0,0,0,0,as player,plyr/mgr: 1891
822,Jimmy Wood,5,1871,1875,105,99,0.515,2,6,206,0,0,,2,9,4.7,0,0,0,0,0,as player,plyr/mgr: 1871-1873
823,Parnell Woods,3,1942,1944,116,98,0.542,2,18,216,0,0,,1,3,1.6,,0,0,0,0,as player,
824,Chris Woodward,4,2019,2022,211,287,0.424,0,-76,498,0,0,,3,5,3.9,7,0,0,0,0,as player,
825,Al Wright,1,1876,1876,14,45,0.237,1,-31,60,0,0,,7,7,7,0,0,0,0,0,,
826,George Wright HOF,1,1879,1879,59,25,0.702,1,34,85,0,0,,1,1,1,0,0,0,1,0,as player,plyr/mgr: 1879
827,Harry Wright HOF,23,1871,1893,1225,885,0.581,35,340,2145,0,0,,1,6,3.2,0,0,0,6,0,as player,plyr/mgr: 1871-1877
828,Rudy York,1,1959,1959,0,1,0,0,-1,1,0,0,,5,5,5,0,0,0,0,0,as player,
829,Tom York,2,1878,1881,56,37,0.602,3,19,96,0,0,,2,3,2.6,0,0,0,0,0,as player,plyr/mgr: 1878-1881
830,Eddie Yost,1,1963,1963,0,1,0,0,-1,1,0,0,,10,10,10,0,0,0,0,0,as player,
831,Ned Yost,16,2003,2019,1203,1341,0.473,0,-138,2544,22,9,0.71,1,6,3.5,47,2,1,2,2,as player,
832,Cy Young HOF,1,1907,1907,3,3,0.5,0,0,6,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1907
833,Nick Young,3,1871,1873,25,53,0.321,2,-28,80,0,0,,4,8,5.9,0,0,0,0,0,,
834,Charles Zimmer,1,1903,1903,49,86,0.363,4,-37,139,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1903
835,Don Zimmer,13,1972,1991,885,858,0.508,1,27,1744,1,4,0.2,1,6,3.8,20,1,0,0,0,as player,
